,symbol,emoji,kline,alert_price,Time_(MSK),resist_level,n_touches,conf_level,resist_length,max_ratio_p
11375,BALUSDT,💥💥💥,1 kline,3.729,2023-11-08 17:32:37.638000,3.697,3.0,0.0,4.0,0.563
11376,MAVUSDT,🌊🌊🌊,2 kline,0.2546,2023-11-08 17:32:16.291000,0.2526,2.0,0.0,2.0,0.432
11377,1000FLOKIUSDT,💥💥💥,1 kline,0.03096,2023-11-08 17:31:58.384000,0.03064,10.0,1.0,74.0,0.065
11378,1000FLOKIUSDT,💥💥💥,1 kline,0.03096,2023-11-08 17:31:58.384000,0.03064,10.0,1.0,74.0,0.065
11379,1INCHUSDT,💥💥💥,1 kline,0.3653,2023-11-08 17:30:51.013000,0.3619,5.0,0.0,22.0,0.575
11380,1INCHUSDT,💥💥💥,1 kline,0.3653,2023-11-08 17:30:51.013000,0.3619,5.0,0.0,22.0,0.575
11381,DARUSDT,🌊🌊🌊,2 kline,0.1101,2023-11-08 17:28:33.658000,0.109,3.0,0.0,11.0,0.363
11382,DYDXUSDT,🌊🌊🌊,2 kline,2.556,2023-11-08 17:26:40.318000,2.544,4.0,0.0,33.0,2.817
11383,BNTUSDT,💥💥💥,1 kline,0.6339,2023-11-08 17:23:38.426000,0.6325,1.0,0.0,1.0,10.002
11384,BNTUSDT,💥💥💥,1 kline,0.6339,2023-11-08 17:23:38.426000,0.6325,1.0,0.0,1.0,10.002
11385,ARKMUSDT,💥💥💥,1 kline,0.3794,2023-11-08 17:20:03.710000,0.3775,4.0,0.0,11.0,0.501
11386,ARKMUSDT,💥💥💥,1 kline,0.3794,2023-11-08 17:20:03.710000,0.3775,4.0,0.0,11.0,0.501
11387,SEIUSDT,🌊🌊🌊,2 kline,0.1269,2023-11-08 17:18:28.561000,0.1262,5.0,1.0,52.0,2.443
11388,GMTUSDT,💥💥💥,1 kline,0.2245,2023-11-08 17:17:21.867000,0.224,4.0,0.0,12.0,0.668
11389,GMTUSDT,💥💥💥,1 kline,0.2245,2023-11-08 17:17:21.867000,0.224,4.0,0.0,12.0,0.668
11390,KEYUSDT,💥💥💥,1 kline,0.005777,2023-11-08 17:13:41.161000,0.005749,4.0,0.0,2.0,0.277
11391,KEYUSDT,💥💥💥,1 kline,0.005777,2023-11-08 17:13:41.161000,0.005749,4.0,0.0,2.0,0.277
11392,AGLDUSDT,🌊🌊🌊,2 kline,0.8181,2023-11-08 17:08:58.368000,0.8147,1.0,0.0,1.0,0.061
11393,ORDIUSDT,💥💥💥,1 kline,12.501,2023-11-08 17:07:50.339000,12.146,1.0,0.0,1.0,2.304
11394,DUSKUSDT,🌊🌊🌊,2 kline,0.13532,2023-11-08 17:06:22.645000,0.13477,10.0,1.0,66.0,0.776
11395,OCEANUSDT,💥💥💥,1 kline,0.4061,2023-11-08 17:05:49.194000,0.4003,3.0,0.0,2.0,1.108
11396,OCEANUSDT,🌊🌊🌊,2 kline,0.4041,2023-11-08 17:05:09.563000,0.4003,3.0,0.0,2.0,1.609
11397,RIFUSDT,🌊🌊🌊,2 kline,0.11933,2023-11-08 17:00:21.031000,0.11783,7.0,0.0,30.0,0.26
11398,TRUUSDT,💥💥💥,1 kline,0.04257,2023-11-08 17:00:18.047000,0.04179,4.0,1.0,85.0,1.339
11399,TRUUSDT,💥💥💥,1 kline,0.04257,2023-11-08 17:00:18.047000,0.04179,4.0,1.0,85.0,1.339
11400,TRUUSDT,💥💥💥,1 kline,0.04257,2023-11-08 17:00:18.047000,0.04179,4.0,1.0,85.0,1.339
11401,TRUUSDT,💥💥💥,1 kline,0.04257,2023-11-08 17:00:18.047000,0.04179,4.0,1.0,85.0,1.339
11402,SKLUSDT,💥💥💥,1 kline,0.03017,2023-11-08 16:59:20.308000,0.02975,2.0,0.0,1.0,0.199
11403,SKLUSDT,💥💥💥,1 kline,0.03017,2023-11-08 16:59:20.308000,0.02975,2.0,0.0,1.0,0.199
11404,IOTAUSDT,💥💥💥,1 kline,0.1832,2023-11-08 16:58:58.912000,0.1812,5.0,0.0,11.0,1.474
11405,IOTAUSDT,🌊🌊🌊,2 kline,0.1824,2023-11-08 16:58:35.723000,0.1812,5.0,0.0,11.0,1.919
11406,TRBUSDT,💥💥💥,1 kline,130.014,2023-11-08 16:56:10.769000,128.529,8.0,0.0,17.0,1.758
11407,TRBUSDT,💥💥💥,1 kline,130.014,2023-11-08 16:56:10.769000,128.529,8.0,0.0,17.0,1.758
11408,RSRUSDT,🌊🌊🌊,2 kline,0.002556,2023-11-08 16:55:08.334000,0.002538,3.0,0.0,27.0,1.721
11409,NEOUSDT,💥💥💥,1 kline,12.725,2023-11-08 16:54:22.539000,12.761,2.0,0.0,1.0,0.259
11410,NEOUSDT,💥💥💥,1 kline,12.725,2023-11-08 16:54:22.539000,12.761,2.0,0.0,1.0,0.259
11411,IMXUSDT,💥💥💥,1 kline,0.8571,2023-11-08 16:54:19.050000,0.8531,5.0,0.0,9.0,0.315
11412,IMXUSDT,💥💥💥,1 kline,0.8571,2023-11-08 16:54:19.050000,0.8531,5.0,0.0,9.0,0.315
11413,INJUSDT,🌊🌊🌊,2 kline,17.336,2023-11-08 16:52:58.050000,17.162,1.0,0.0,1.0,0.179
11414,BONDUSDT,💥💥💥,1 kline,4.401,2023-11-08 16:52:44.265000,4.386,3.0,0.0,4.0,1.795
11415,BONDUSDT,💥💥💥,1 kline,4.401,2023-11-08 16:52:44.265000,4.386,3.0,0.0,4.0,1.795
11416,IOTXUSDT,💥💥💥,1 kline,0.02396,2023-11-08 16:51:12.170000,0.02354,6.0,0.0,9.0,0.209
11417,IOTXUSDT,💥💥💥,1 kline,0.02396,2023-11-08 16:51:12.170000,0.02354,6.0,0.0,9.0,0.209
11418,ZENUSDT,🌊🌊🌊,2 kline,12.134,2023-11-08 16:51:05.071000,11.894,6.0,0.0,29.0,0.297
11419,PERPUSDT,💥💥💥,1 kline,0.6451,2023-11-08 16:51:04.808000,0.641,4.0,0.0,8.0,2.124
11420,PERPUSDT,💥💥💥,1 kline,0.6451,2023-11-08 16:51:04.808000,0.641,4.0,0.0,8.0,2.124
11421,SNTUSDT,💥💥💥,1 kline,0.04912,2023-11-08 16:50:50.409000,0.04873,1.0,0.0,1.0,0.814
11422,SNTUSDT,🌊🌊🌊,2 kline,0.04908,2023-11-08 16:50:37.492000,0.04873,1.0,0.0,1.0,0.896
11423,MAGICUSDT,💥💥💥,1 kline,0.6879,2023-11-08 16:47:00.074000,0.6853,2.0,0.0,1.0,1.933
11424,MAGICUSDT,💥💥💥,1 kline,0.6879,2023-11-08 16:47:00.074000,0.6853,2.0,0.0,1.0,1.933
11425,DYDXUSDT,💥💥💥,1 kline,2.503,2023-11-08 16:40:56.038000,2.495,1.0,0.0,1.0,4.994
11426,TRXUSDT,💥💥💥,1 kline,0.09823,2023-11-08 16:35:09.772000,0.09766,6.0,0.0,14.0,0.448
11427,TRXUSDT,💥💥💥,1 kline,0.09823,2023-11-08 16:35:09.772000,0.09766,6.0,0.0,14.0,0.448
11428,LINKUSDT,💥💥💥,1 kline,13.777,2023-11-08 16:33:59.325000,13.775,1.0,0.0,1.0,1.619
11429,LINKUSDT,💥💥💥,1 kline,13.777,2023-11-08 16:33:59.325000,13.775,1.0,0.0,1.0,1.619
11430,API3USDT,💥💥💥,1 kline,1.5743,2023-11-08 16:32:57.032000,1.566,3.0,0.0,49.0,1.245
11431,API3USDT,💥💥💥,1 kline,1.5743,2023-11-08 16:32:57.032000,1.566,3.0,0.0,49.0,1.245
11432,COTIUSDT,💥💥💥,1 kline,0.05012,2023-11-08 16:29:00.109000,0.05027,8.0,0.0,23.0,1.097
11433,COTIUSDT,💥💥💥,1 kline,0.05012,2023-11-08 16:29:00.109000,0.05027,8.0,0.0,23.0,1.097
11434,ARPAUSDT,🌊🌊🌊,2 kline,0.05,2023-11-08 16:06:42.634000,0.04983,9.0,0.0,28.0,0.22
11435,GALAUSDT,💥💥💥,1 kline,0.02236,2023-11-08 16:04:55.226000,0.02231,1.0,0.0,1.0,2.37
11436,ARKUSDT,💥💥💥,1 kline,1.4146,2023-11-08 16:04:53.893000,1.4066,2.0,0.0,2.0,9.36
11437,STRAXUSDT,💥💥💥,1 kline,0.8982,2023-11-08 16:01:37.587000,0.8931,8.0,0.0,17.0,1.47
11438,BNTUSDT,🌊🌊🌊,2 kline,0.6012,2023-11-08 16:01:05.075000,0.5984,5.0,2.0,110.0,14.604
11439,IDUSDT,💥💥💥,1 kline,0.2661,2023-11-08 18:57:29.781000,0.264,3.0,0.0,6.0,0.489
11440,IDUSDT,💥💥💥,1 kline,0.2661,2023-11-08 15:57:29.781000,0.2656,9.0,1.0,51.0,0.338
11441,NEOUSDT,🌊🌊🌊,2 kline,12.336,2023-11-08 15:51:36.991000,12.27,4.0,0.0,19.0,3.988
11442,GASUSDT,🌊🌊🌊,3 kline,12.56,2023-11-08 15:50:21.414000,12.2,2.0,1.0,93.0,11.465
11443,TWTUSDT,💥💥💥,1 kline,1.4802,2023-11-08 18:49:51.419000,1.4536,2.0,0.0,9.0,0.122
11444,TWTUSDT,💥💥💥,1 kline,1.4802,2023-11-08 15:49:51.419000,1.4769,3.0,0.0,21.0,0.196
11445,WAXPUSDT,💥💥💥,1 kline,0.0684,2023-11-08 18:48:54.569000,0.06829,4.0,1.0,67.0,1.754
11446,IOTXUSDT,🌊🌊🌊,2 kline,0.02366,2023-11-08 15:48:48.479000,0.02348,8.0,1.0,88.0,1.479
11447,PERPUSDT,💥💥💥,1 kline,0.6435,2023-11-08 18:48:44.622000,0.6454,6.0,0.0,10.0,2.937
11448,PERPUSDT,💥💥💥,1 kline,0.6435,2023-11-08 15:48:44.622000,0.6417,7.0,0.0,24.0,2.378
11449,MTLUSDT,🌊🌊🌊,2 kline,1.7392,2023-11-08 15:46:48.906000,1.733,10.0,0.0,41.0,0.857
11450,DYDXUSDT,💥💥💥,1 kline,2.48,2023-11-08 18:45:46.587000,2.536,3.0,0.0,10.0,4.435
11451,DYDXUSDT,💥💥💥,1 kline,2.48,2023-11-08 15:45:46.587000,2.456,2.0,0.0,1.0,5.968
11452,KSMUSDT,🌊🌊🌊,2 kline,27.03,2023-11-08 15:45:29.067000,26.91,7.0,0.0,12.0,1.369
11453,DOTUSDT,💥💥💥,1 kline,4.974,2023-11-08 18:43:58.204000,4.937,2.0,0.0,2.0,0.844
11454,DOTUSDT,💥💥💥,1 kline,4.974,2023-11-08 15:43:58.204000,4.945,3.0,0.0,1.0,2.493
11455,SEIUSDT,💥💥💥,1 kline,0.1255,2023-11-08 18:37:59.679000,0.1284,4.0,0.0,31.0,3.187
11456,SKLUSDT,💥💥💥,1 kline,0.02968,2023-11-08 15:33:19.605000,0.02965,1.0,0.0,1.0,1.853
11457,WAXPUSDT,💥💥💥,1 kline,0.06786,2023-11-08 15:27:51.018000,0.06771,4.0,0.0,8.0,1.459
11458,BLZUSDT,💥💥💥,1 kline,0.29696,2023-11-08 15:25:51.471000,0.296,6.0,0.0,32.0,0.835
11459,GLMRUSDT,💥💥💥,1 kline,0.259,2023-11-08 15:25:23.204000,0.2557,1.0,0.0,1.0,3.398
11460,STORJUSDT,💥💥💥,1 kline,0.6001,2023-11-08 15:24:47.927000,0.5898,6.0,0.0,39.0,6.399
11461,API3USDT,💥💥💥,1 kline,1.5444,2023-11-08 15:21:59.313000,1.5337,10.0,1.0,99.0,3.205
11462,MAGICUSDT,🌊🌊🌊,2 kline,0.6774,2023-11-08 15:21:50.321000,0.6722,11.0,0.0,35.0,3.513
11463,SUIUSDT,💥💥💥,1 kline,0.5578,2023-11-08 15:20:59.512000,0.5488,2.0,0.0,4.0,7.798
11464,XVGUSDT,💥💥💥,1 kline,0.004163,2023-11-08 15:17:53.035000,0.004134,6.0,0.0,19.0,0.649
11465,TIAUSDT,💥💥💥,1 kline,2.3848,2023-11-08 15:14:27.100000,2.3618,4.0,0.0,27.0,1.505
11466,SNTUSDT,💥💥💥,1 kline,0.0491,2023-11-08 15:10:31.227000,0.04864,2.0,0.0,1.0,1.568
11467,RLCUSDT,💥💥💥,1 kline,1.2369,2023-11-08 15:10:16.705000,1.2327,12.0,0.0,21.0,0.477
11468,STPTUSDT,💥💥💥,1 kline,0.06707,2023-11-08 15:00:52.907000,0.06664,5.0,0.0,7.0,1.327
11469,MAVUSDT,💥💥💥,1 kline,0.257,2023-11-08 14:57:36.316000,0.256,2.0,0.0,1.0,0.078
11470,DUSKUSDT,💥💥💥,1 kline,0.13476,2023-11-08 14:56:50.465000,0.13424,6.0,0.0,7.0,0.386
11471,KEYUSDT,💥💥💥,1 kline,0.005755,2023-11-08 14:56:38.645000,0.005739,1.0,0.0,1.0,0.0
11472,POWRUSDT,💥💥💥,1 kline,0.2301,2023-11-08 14:47:28.904000,0.2298,3.0,0.0,1.0,0.304
11473,RIFUSDT,💥💥💥,1 kline,0.11818,2023-11-08 14:47:04.166000,0.11824,5.0,0.0,12.0,0.668
11474,LEVERUSDT,💥💥💥,1 kline,0.001484,2023-11-08 14:40:55.295000,0.001477,1.0,0.0,1.0,1.752
11475,POLYXUSDT,💥💥💥,1 kline,0.2189,2023-11-08 14:33:45.351000,0.2176,6.0,0.0,11.0,0.959
11476,BICOUSDT,🌊🌊🌊,2 kline,0.2495,2023-11-08 14:32:59.847000,0.2487,6.0,0.0,13.0,0.481
11477,SANDUSDT,💥💥💥,1 kline,0.3962,2023-11-08 14:27:11.703000,0.3953,5.0,0.0,7.0,0.303
11478,XVSUSDT,💥💥💥,1 kline,7.021,2023-11-08 14:20:46.507000,6.978,1.0,0.0,1.0,3.66
11479,ALPHAUSDT,🌊🌊🌊,3 kline,0.08856,2023-11-08 14:10:24.297000,0.08778,11.0,0.0,17.0,0.847
11480,TIAUSDT,💥💥💥,1 kline,2.3905,2023-11-08 14:08:21.886000,2.39,1.0,0.0,1.0,1.263
11481,FETUSDT,💥💥💥,1 kline,0.3733,2023-11-08 14:08:14.825000,0.372,6.0,0.0,5.0,0.83
11482,CFXUSDT,🌊🌊🌊,2 kline,0.1764,2023-11-08 14:08:12.944000,0.1753,6.0,0.0,44.0,0.567
11483,TOKENUSDT,💥💥💥,1 kline,0.02967,2023-11-08 14:06:40.738000,0.02953,3.0,0.0,4.0,4.011
11484,GLMRUSDT,💥💥💥,1 kline,0.2461,2023-11-08 14:05:47.055000,0.2451,4.0,0.0,13.0,6.989
11485,YGGUSDT,💥💥💥,1 kline,0.3843,2023-11-08 13:53:54.561000,0.3846,2.0,0.0,2.0,5.699
11486,CKBUSDT,💥💥💥,1 kline,0.003803,2023-11-08 13:52:39.049000,0.003784,4.0,0.0,14.0,2.051
11487,SKLUSDT,💥💥💥,1 kline,0.02971,2023-11-08 13:49:27.892000,0.02961,1.0,0.0,1.0,1.178
11488,CELRUSDT,🌊🌊🌊,2 kline,0.01549,2023-11-08 13:48:42.909000,0.01542,4.0,0.0,27.0,0.194
11489,COMBOUSDT,🌊🌊🌊,2 kline,0.6833,2023-11-08 13:41:16.876000,0.6796,3.0,0.0,4.0,0.102
11490,KNCUSDT,💥💥💥,1 kline,0.8327,2023-11-08 13:40:17.466000,0.8302,3.0,0.0,15.0,0.228
11491,TWTUSDT,💥💥💥,1 kline,1.4608,2023-11-08 13:35:51.578000,1.46,3.0,0.0,3.0,3.731
11492,APTUSDT,💥💥💥,1 kline,7.348,2023-11-08 13:32:46.690000,7.297,4.0,0.0,5.0,0.191
11493,XLMUSDT,🌊🌊🌊,2 kline,0.12869,2023-11-08 13:32:42.827000,0.12802,11.0,0.0,25.0,0.241
11494,XRPUSDT,🌊🌊🌊,2 kline,0.6905,2023-11-08 13:31:31.510000,0.6815,3.0,0.0,1.0,1.231
11495,ORBSUSDT,🌊🌊🌊,2 kline,0.04567,2023-11-08 13:30:47.355000,0.04539,5.0,0.0,10.0,0.723
11496,QNTUSDT,🌊🌊🌊,2 kline,102.67,2023-11-08 13:30:39.028000,101.94,7.0,0.0,23.0,0.925
11497,IOTXUSDT,🌊🌊🌊,2 kline,0.02351,2023-11-08 13:29:35.033000,0.02343,1.0,0.0,1.0,0.468
11498,FRONTUSDT,🌊🌊🌊,2 kline,0.36,2023-11-08 13:28:24.361000,0.358,9.0,0.0,31.0,0.361
11499,SUSHIUSDT,🌊🌊🌊,2 kline,0.9793,2023-11-08 13:27:51.341000,0.9704,3.0,0.0,18.0,0.317
11500,SUSHIUSDT,🌊🌊🌊,2 kline,0.9793,2023-11-08 13:27:51.341000,0.9704,3.0,0.0,18.0,0.317
11501,RIFUSDT,🌊🌊🌊,2 kline,0.11822,2023-11-08 13:22:38.696000,0.11764,2.0,0.0,30.0,0.634
11502,STORJUSDT,🌊🌊🌊,4 kline,0.5957,2023-11-08 13:18:58.826000,0.5819,2.0,1.0,57.0,1.192
11503,STXUSDT,🌊🌊🌊,2 kline,0.6794,2023-11-08 13:18:57.579000,0.6787,10.0,0.0,14.0,0.618
11504,MTLUSDT,💥💥💥,1 kline,1.7538,2023-11-08 13:18:39.089000,1.7464,7.0,0.0,10.0,4.881
11505,HIFIUSDT,💥💥💥,1 kline,0.684,2023-11-08 13:15:58.324000,0.6828,3.0,0.0,46.0,0.395
11506,TRBUSDT,🌊🌊🌊,2 kline,128.867,2023-11-08 13:13:18.396000,128.944,4.0,1.0,54.0,0.46
11507,HFTUSDT,💥💥💥,1 kline,0.278,2023-11-08 13:12:51.356000,0.2747,4.0,0.0,12.0,0.755
11508,SNTUSDT,💥💥💥,1 kline,0.04795,2023-11-08 13:10:54.079000,0.04752,5.0,1.0,59.0,4.004
11509,PENDLEUSDT,💥💥💥,1 kline,0.9594,2023-11-08 13:09:37.603000,0.9555,7.0,0.0,15.0,0.365
11510,FLOWUSDT,🌊🌊🌊,2 kline,0.646,2023-11-08 13:06:31.950000,0.637,2.0,0.0,1.0,0.774
11511,MAGICUSDT,🌊🌊🌊,2 kline,0.6755,2023-11-08 13:01:27.545000,0.6739,2.0,0.0,3.0,0.4
11512,MATICUSDT,💥💥💥,1 kline,0.7649,2023-11-08 12:57:39.013000,0.7609,1.0,0.0,1.0,1.686
11513,WAXPUSDT,💥💥💥,1 kline,0.06789,2023-11-08 12:46:38.033000,0.06764,3.0,0.0,4.0,1.414
11514,PHBUSDT,💥💥💥,1 kline,0.7201,2023-11-08 12:41:56.913000,0.7184,2.0,0.0,5.0,1.125
11515,AMBUSDT,🌊🌊🌊,2 kline,0.009437,2023-11-08 12:40:44.237000,0.009388,10.0,0.0,14.0,0.265
11516,TOMOUSDT,🌊🌊🌊,2 kline,1.3007,2023-11-08 12:40:33.352000,1.2948,7.0,0.0,10.0,0.653
11517,BNTUSDT,🌊🌊🌊,2 kline,0.5919,2023-11-08 12:40:12.070000,0.5896,4.0,0.0,13.0,1.368
11518,LEVERUSDT,💥💥💥,1 kline,0.001488,2023-11-08 12:32:30.333000,0.001468,1.0,0.0,1.0,2.016
11519,RENUSDT,🌊🌊🌊,2 kline,0.06484,2023-11-08 12:31:52.067000,0.06445,7.0,0.0,40.0,1.049
11520,DOGEUSDT,🌊🌊🌊,2 kline,0.07462,2023-11-08 12:30:36.658000,0.0744,6.0,0.0,11.0,0.603
11521,CELRUSDT,💥💥💥,1 kline,0.01521,2023-11-08 12:26:53.095000,0.01494,9.0,0.0,37.0,6.049
11522,CAKEUSDT,💥💥💥,1 kline,2.18,2023-11-08 12:25:41.633000,2.1641,6.0,0.0,24.0,0.688
11523,UNIUSDT,🌊🌊🌊,2 kline,5.221,2023-11-08 12:23:37.168000,5.055,10.0,0.0,34.0,1.073
11524,GASUSDT,💥💥💥,1 kline,12.065,2023-11-08 12:20:52.901000,11.826,4.0,2.0,116.0,1.591
11525,AUDIOUSDT,🌊🌊🌊,2 kline,0.1893,2023-11-08 12:20:33.615000,0.1883,1.0,0.0,1.0,0.158
11526,SKLUSDT,💥💥💥,1 kline,0.02974,2023-11-08 12:12:41.864000,0.02972,1.0,0.0,1.0,1.009
11527,EDUUSDT,🌊🌊🌊,2 kline,0.5438,2023-11-08 12:11:55.131000,0.5405,9.0,1.0,74.0,0.901
11528,MAVUSDT,🌊🌊🌊,4 kline,0.2493,2023-11-08 12:04:59.429000,0.2466,1.0,0.0,1.0,3.049
11529,MASKUSDT,💥💥💥,1 kline,3.427,2023-11-08 12:03:57.882000,3.404,5.0,0.0,6.0,1.196
11530,OCEANUSDT,🌊🌊🌊,2 kline,0.3961,2023-11-08 12:03:18.031000,0.3943,6.0,0.0,4.0,4.973
11531,ARKMUSDT,🌊🌊🌊,2 kline,0.377,2023-11-08 12:02:13.244000,0.3758,8.0,0.0,9.0,1.141
11532,CFXUSDT,💥💥💥,1 kline,0.1741,2023-11-08 11:56:58.822000,0.1731,2.0,0.0,3.0,0.804
11533,COMPUSDT,💥💥💥,1 kline,52.49,2023-11-08 11:47:53.158000,52.39,3.0,0.0,3.0,1.2
11534,ZENUSDT,🌊🌊🌊,2 kline,11.863,2023-11-08 11:46:52.950000,11.945,3.0,0.0,2.0,0.742
11535,RNDRUSDT,🌊🌊🌊,2 kline,2.4122,2023-11-08 11:44:59.886000,2.3922,7.0,1.0,53.0,0.895
11536,OGNUSDT,💥💥💥,1 kline,0.1305,2023-11-08 11:38:49.739000,0.129,5.0,0.0,31.0,0.46
11537,WOOUSDT,💥💥💥,1 kline,0.26413,2023-11-08 11:38:03.282000,0.26127,4.0,0.0,14.0,0.897
11538,KNCUSDT,🌊🌊🌊,2 kline,0.8256,2023-11-08 11:36:41.715000,0.8182,5.0,0.0,3.0,0.715
11539,CHZUSDT,🌊🌊🌊,2 kline,0.07934,2023-11-08 11:35:32.103000,0.07899,11.0,0.0,22.0,0.87
11540,ZRXUSDT,💥💥💥,1 kline,0.2891,2023-11-08 11:34:52.150000,0.2875,4.0,1.0,53.0,1.522
11541,WAVESUSDT,💥💥💥,1 kline,2.0815,2023-11-08 11:32:50.222000,2.0786,5.0,0.0,10.0,0.552
11542,TLMUSDT,🌊🌊🌊,2 kline,0.01351,2023-11-08 11:16:33.252000,0.01326,3.0,0.0,10.0,1.184
11543,TRUUSDT,💥💥💥,1 kline,0.04324,2023-11-08 11:15:22.994000,0.04381,3.0,0.0,2.0,1.642
11544,SXPUSDT,💥💥💥,1 kline,0.357,2023-11-08 11:14:48.096000,0.3569,2.0,0.0,9.0,0.924
11545,SPELLUSDT,💥💥💥,1 kline,0.0005215,2023-11-08 11:12:32.104000,0.0005194,1.0,0.0,1.0,2.589
11546,SKLUSDT,🌊🌊🌊,2 kline,0.028,2023-11-08 11:10:32.837000,0.02786,4.0,0.0,8.0,6.607
11547,POLYXUSDT,💥💥💥,1 kline,0.2236,2023-11-08 11:08:34.302000,0.2212,4.0,0.0,11.0,1.073
11548,BICOUSDT,💥💥💥,1 kline,0.2478,2023-11-08 11:02:24.603000,0.246,2.0,0.0,1.0,0.565
11549,RSRUSDT,🌊🌊🌊,2 kline,0.002521,2023-11-08 11:02:17.955000,0.002524,2.0,0.0,6.0,1.111
11550,TUSDT,💥💥💥,1 kline,0.02527,2023-11-08 11:00:32.756000,0.0252,4.0,0.0,12.0,0.079
11551,XVSUSDT,💥💥💥,1 kline,7.108,2023-11-08 10:53:38.524000,7.067,4.0,0.0,5.0,3.995
11552,STXUSDT,💥💥💥,1 kline,0.6736,2023-11-08 10:47:54.087000,0.6702,5.0,0.0,9.0,1.039
11553,GALAUSDT,💥💥💥,1 kline,0.02273,2023-11-08 10:42:55.039000,0.02252,1.0,0.0,1.0,0.836
11554,CVXUSDT,💥💥💥,1 kline,3.451,2023-11-08 10:42:14.237000,3.432,2.0,2.0,136.0,0.637
11555,DODOXUSDT,💥💥💥,1 kline,0.1306,2023-11-08 10:39:48.709000,0.12991,3.0,0.0,5.0,0.888
11556,RADUSDT,🌊🌊🌊,2 kline,1.531,2023-11-08 10:39:27.631000,1.527,2.0,0.0,5.0,0.131
11557,GMTUSDT,💥💥💥,1 kline,0.2213,2023-11-08 10:37:22.360000,0.2195,2.0,0.0,7.0,0.542
11558,LTCUSDT,💥💥💥,1 kline,73.12,2023-11-08 10:35:51.762000,72.79,12.0,1.0,53.0,0.93
11559,KNCUSDT,🌊🌊🌊,2 kline,0.8218,2023-11-08 10:31:22.348000,0.8097,3.0,0.0,4.0,1.18
11560,WAVESUSDT,🌊🌊🌊,2 kline,2.0647,2023-11-08 10:30:28.023000,2.0546,10.0,2.0,136.0,1.274
11561,SUIUSDT,💥💥💥,1 kline,0.5369,2023-11-08 10:29:47.473000,0.5354,9.0,0.0,38.0,0.466
11562,MASKUSDT,🌊🌊🌊,2 kline,3.41,2023-11-08 10:27:53.348000,3.39,6.0,1.0,95.0,1.701
11563,COMBOUSDT,🌊🌊🌊,2 kline,0.6762,2023-11-08 10:25:00.540000,0.6699,2.0,0.0,3.0,1.257
11564,HFTUSDT,💥💥💥,1 kline,0.2739,2023-11-08 10:24:46.725000,0.2711,5.0,0.0,7.0,0.73
11565,BONDUSDT,🌊🌊🌊,2 kline,4.474,2023-11-08 10:22:30.981000,4.429,2.0,0.0,1.0,1.252
11566,TWTUSDT,💥💥💥,1 kline,1.7084,2023-11-08 10:21:23.845000,1.7186,4.0,0.0,5.0,0.661
11567,FXSUSDT,💥💥💥,1 kline,6.264,2023-11-08 10:20:49.012000,6.243,1.0,0.0,1.0,0.926
11568,BNXUSDT,🌊🌊🌊,2 kline,0.268,2023-11-08 10:20:30.443000,0.2656,3.0,0.0,10.0,1.642
11569,DARUSDT,🌊🌊🌊,2 kline,0.1069,2023-11-08 10:20:10.444000,0.1064,2.0,0.0,5.0,1.964
11570,1INCHUSDT,💥💥💥,1 kline,0.3491,2023-11-08 10:16:24.551000,0.3468,1.0,0.0,1.0,20.653
11571,SFPUSDT,🌊🌊🌊,2 kline,0.7196,2023-11-08 10:04:50.724000,0.7177,8.0,0.0,20.0,0.431
11572,WAXPUSDT,💥💥💥,1 kline,0.06625,2023-11-08 10:01:59.662000,0.06597,2.0,0.0,2.0,3.532
11573,SSVUSDT,🌊🌊🌊,2 kline,16.82,2023-11-08 09:55:53.158000,16.65,9.0,1.0,78.0,0.416
11574,MTLUSDT,💥💥💥,1 kline,1.7441,2023-11-08 09:53:29.077000,1.7401,3.0,0.0,2.0,1.21
11575,TLMUSDT,💥💥💥,1 kline,0.01301,2023-11-08 09:48:59.217000,0.01289,5.0,1.0,88.0,5.073
11576,MDTUSDT,💥💥💥,1 kline,0.04858,2023-11-08 09:48:38.035000,0.04836,9.0,0.0,18.0,1.42
11577,LINKUSDT,🌊🌊🌊,2 kline,13.59,2023-11-08 09:45:43.341000,13.5,4.0,0.0,8.0,0.338
11578,IOTAUSDT,🌊🌊🌊,2 kline,0.1773,2023-11-08 09:42:52.102000,0.1757,10.0,1.0,76.0,2.03
11579,AVAXUSDT,🌊🌊🌊,2 kline,12.844,2023-11-08 09:32:35.331000,12.782,19.0,1.0,81.0,0.537
11580,LQTYUSDT,💥💥💥,1 kline,1.4502,2023-11-08 09:30:55.106000,1.4463,1.0,0.0,1.0,0.834
11581,XVGUSDT,💥💥💥,1 kline,0.004072,2023-11-08 09:30:51.630000,0.004041,4.0,0.0,4.0,1.866
11582,ARKUSDT,💥💥💥,1 kline,1.4164,2023-11-08 09:30:48.078000,1.3934,5.0,0.0,1.0,1.214
11583,TRUUSDT,💥💥💥,1 kline,0.04032,2023-11-08 09:29:59.324000,0.03999,3.0,0.0,4.0,8.755
11584,KEYUSDT,💥💥💥,1 kline,0.005615,2023-11-08 09:29:30.238000,0.005568,7.0,0.0,13.0,2.511
11585,CAKEUSDT,🌊🌊🌊,2 kline,2.18,2023-11-08 09:25:28.147000,2.153,12.0,0.0,23.0,5.092
11586,ZECUSDT,🌊🌊🌊,2 kline,29.41,2023-11-08 09:21:07.688000,29.33,7.0,0.0,6.0,2.38
